text,split_sentences
Why does my lap steel have such a low timbre,"[('Why', 0), ('does', 0), ('my', 0), ('lap', 0), ('steel', 0), ('have', 0), ('such', 0), ('a', 0), ('low', 2), ('timbre', 0)]"
Getting into classical guitar Any recommendations,"[('Getting', 0), ('into', 0), ('classical', 0), ('guitar', 0), ('Any', 0), ('recommendations', 0)]"
Andr 00e9s Segovia Album Works for Guitar Absolute genius virtuoso,"[('Andr', 0), ('00e9s', 0), ('Segovia', 0), ('Album', 0), ('Works', 0), ('for', 0), ('Guitar', 1), ('Absolute', 0), ('genius', 0), ('virtuoso', 0)]"
They weren t originally written for guitar but Domenico Scarlatti s 555 keyboard Sonatas have many adaptations for guitar My favorites are K 27 in B minor and K 208 in A Major Both are just absolutely beautiful compositions and they sound very natural on guitar,"[('They', 0), ('weren', 0), ('t', 0), ('originally', 0), ('written', 0), ('for', 0), ('guitar', 1), ('but', 0), ('Domenico', 0), ('Scarlatti', 0), ('s', 0), ('555', 0), ('keyboard', 0), ('Sonatas', 0), ('have', 0), ('many', 0), ('adaptations', 0), ('for', 0), ('guitar', 1), ('My', 0), ('favorites', 0), ('are', 0), ('K', 0), ('27', 0), ('in', 0), ('B', 0), ('minor', 0), ('and', 0), ('K', 0), ('208', 0), ('in', 0), ('A', 0), ('Major', 0), ('Both', 0), ('are', 0), ('just', 0), ('absolutely', 0), ('beautiful', 0), ('compositions', 0), ('and', 0), ('they', 0), ('sound', 0), ('very', 0), ('natural', 0), ('on', 0), ('guitar', 1)]"
Essentials for me it changes daily Tarrega s Capricho arabe played by Dylla - I love watching this guy play it s a bit theatric but I eat it up Dyen s Tango en skai played by Caballero - just straight up shredding Tarrega s Recuerdos played by Bream - afaik this is the Neutral Milk Hotel of classical guitar all the good memes are about this incredibly overplayed piece but it s still a solid piece to enjoy and those machine gun notes you hear are called tremolo And then I d add on for variety Andrew York s Home - I feel like I might get castigated for this York seems like a controversial popular composer but I still think Home is a beautiful tender piece Tennant s Wild Mountain Thyme - author of the important technique book Pumping Nylon Tennant shows off what the guitar can do to this beautiful traditional tune D Angelo s Canzone - this is like a cold shower beware I love this piece since it shows the guitar is capable of way more than Spanish arpeggios and folksy transcriptions I don t know what the heck is going on but it s exhilarating and savage,"[('Essentials', 0), ('for', 0), ('me', 0), ('it', 0), ('changes', 0), ('daily', 0), ('Tarrega', 0), ('s', 0), ('Capricho', 0), ('arabe', 0), ('played', 0), ('by', 0), ('Dylla', 0), ('-', 0), ('I', 0), ('love', 0), ('watching', 0), ('this', 0), ('guy', 0), ('play', 0), ('it', 0), ('s', 0), ('a', 0), ('bit', 0), ('theatric', 0), ('but', 0), ('I', 0), ('eat', 0), ('it', 0), ('up', 0), ('Dyen', 0), ('s', 0), ('Tango', 0), ('en', 0), ('skai', 0), ('played', 0), ('by', 0), ('Caballero', 0), ('-', 0), ('just', 0), ('straight', 0), ('up', 0), ('shredding', 0), ('Tarrega', 0), ('s', 0), ('Recuerdos', 0), ('played', 0), ('by', 0), ('Bream', 0), ('-', 0), ('afaik', 0), ('this', 0), ('is', 0), ('the', 0), ('Neutral', 0), ('Milk', 0), ('Hotel', 0), ('of', 0), ('classical', 0), ('guitar', 1), ('all', 0), ('the', 0), ('good', 0), ('memes', 0), ('are', 0), ('about', 0), ('this', 0), ('incredibly', 0), ('overplayed', 0), ('piece', 0), ('but', 0), ('it', 0), ('s', 0), ('still', 0), ('a', 0), ('solid', 0), ('piece', 0), ('to', 0), ('enjoy', 0), ('and', 0), ('those', 0), ('machine', 0), ('gun', 0), ('notes', 0), ('you', 0), ('hear', 0), ('are', 0), ('called', 0), ('tremolo', 0), ('And', 0), ('then', 0), ('I', 0), ('d', 0), ('add', 0), ('on', 0), ('for', 0), ('variety', 0), ('Andrew', 0), ('York', 0), ('s', 0), ('Home', 0), ('-', 0), ('I', 0), ('feel', 0), ('like', 0), ('I', 0), ('might', 0), ('get', 0), ('castigated', 0), ('for', 0), ('this', 0), ('York', 0), ('seems', 0), ('like', 0), ('a', 0), ('controversial', 0), ('popular', 0), ('composer', 0), ('but', 0), ('I', 0), ('still', 0), ('think', 0), ('Home', 0), ('is', 0), ('a', 0), ('beautiful', 0), ('tender', 0), ('piece', 0), ('Tennant', 0), ('s', 0), ('Wild', 0), ('Mountain', 0), ('Thyme', 0), ('-', 0), ('author', 0), ('of', 0), ('the', 0), ('important', 0), ('technique', 0), ('book', 0), ('Pumping', 0), ('Nylon', 0), ('Tennant', 0), ('shows', 0), ('off', 0), ('what', 0), ('the', 0), ('guitar', 1), ('can', 0), ('do', 0), ('to', 0), ('this', 0), ('beautiful', 0), ('traditional', 0), ('tune', 0), ('D', 0), ('Angelo', 0), ('s', 0), ('Canzone', 0), ('-', 0), ('this', 0), ('is', 0), ('like', 0), ('a', 0), ('cold', 0), ('shower', 0), ('beware', 0), ('I', 0), ('love', 0), ('this', 0), ('piece', 0), ('since', 0), ('it', 0), ('shows', 0), ('the', 0), ('guitar', 1), ('is', 0), ('capable', 0), ('of', 0), ('way', 0), ('more', 0), ('than', 0), ('Spanish', 0), ('arpeggios', 0), ('and', 0), ('folksy', 0), ('transcriptions', 0), ('I', 0), ('don', 0), ('t', 0), ('know', 0), ('what', 0), ('the', 0), ('heck', 0), ('is', 0), ('going', 0), ('on', 0), ('but', 0), ('it', 0), ('s', 0), ('exhilarating', 0), ('and', 0), ('savage', 0)]"
Be sure to also include the lute and Early Music,"[('Be', 0), ('sure', 0), ('to', 0), ('also', 0), ('include', 0), ('the', 0), ('lute', 1), ('and', 0), ('Early', 0), ('Music', 0)]"
Bach Lute Suite no 4 in E major BWV 1006a is mesmerising I would highly recommend listening to his other pieces for lute as well,"[('Bach', 0), ('Lute', 0), ('Suite', 0), ('no', 0), ('4', 0), ('in', 0), ('E', 0), ('major', 0), ('BWV', 0), ('1006a', 0), ('is', 0), ('mesmerising', 0), ('I', 0), ('would', 0), ('highly', 0), ('recommend', 0), ('listening', 0), ('to', 0), ('his', 0), ('other', 0), ('pieces', 0), ('for', 0), ('lute', 1), ('as', 0), ('well', 0)]"
Paganini 2019s Guitar Sonatas and also his Violin Guitar Sonatas,"[('Paganini', 0), ('2019s', 0), ('Guitar', 1), ('Sonatas', 0), ('and', 0), ('also', 0), ('his', 0), ('Violin', 1), ('Guitar', 1), ('Sonatas', 0)]"
Paganini wrote a high amount of guitar pieces Bach did write some stuff for guitar but a lot of his stuff sounds great on guitar despite what instrument a given piece was written for,"[('Paganini', 0), ('wrote', 0), ('a', 0), ('high', 0), ('amount', 0), ('of', 0), ('guitar', 1), ('pieces', 0), ('Bach', 0), ('did', 0), ('write', 0), ('some', 0), ('stuff', 0), ('for', 0), ('guitar', 1), ('but', 0), ('a', 0), ('lot', 0), ('of', 0), ('his', 0), ('stuff', 0), ('sounds', 0), ('great', 0), ('on', 0), ('guitar', 1), ('despite', 0), ('what', 0), ('instrument', 0), ('a', 0), ('given', 0), ('piece', 0), ('was', 0), ('written', 0), ('for', 0)]"
Your tracks is -3 4 and the ref is -4 9 doesn t that mean your track is louder already Closer to zero is louder I can also hear from the clip that your track sounds louder than the reference Right now the mix is off to my ears The drums and guitars seem be to be floating in different spaces and the rhythm guitars are way too loud and muddy I would first try to get the drums bass and rhythm guitar to glue together before worrying about loudness I would recommend bringing all the faders down and try to rebalance the tracks starting with the drums and then rhythm guitars bass Let me know if you have any other questions I would be glad to answer,"[('Your', 0), ('tracks', 0), ('is', 0), ('-3', 0), ('4', 0), ('and', 0), ('the', 0), ('ref', 0), ('is', 0), ('-4', 0), ('9', 0), ('doesn', 0), ('t', 0), ('that', 0), ('mean', 0), ('your', 0), ('track', 0), ('is', 0), ('louder', 0), ('already', 0), ('Closer', 0), ('to', 0), ('zero', 0), ('is', 0), ('louder', 0), ('I', 0), ('can', 0), ('also', 0), ('hear', 0), ('from', 0), ('the', 0), ('clip', 0), ('that', 0), ('your', 0), ('track', 0), ('sounds', 0), ('louder', 0), ('than', 0), ('the', 0), ('reference', 0), ('Right', 0), ('now', 0), ('the', 0), ('mix', 0), ('is', 0), ('off', 0), ('to', 0), ('my', 0), ('ears', 0), ('The', 0), ('drums', 1), ('and', 0), ('guitars', 1), ('seem', 0), ('be', 0), ('to', 0), ('be', 0), ('floating', 0), ('in', 0), ('different', 0), ('spaces', 0), ('and', 0), ('the', 0), ('rhythm', 0), ('guitars', 1), ('are', 0), ('way', 0), ('too', 0), ('loud', 0), ('and', 0), ('muddy', 0), ('I', 0), ('would', 0), ('first', 0), ('try', 0), ('to', 0), ('get', 0), ('the', 0), ('drums', 1), ('bass', 1), ('and', 0), ('rhythm', 0), ('guitar', 0), ('to', 0), ('glue', 0), ('together', 0), ('before', 0), ('worrying', 0), ('about', 0), ('loudness', 0), ('I', 0), ('would', 0), ('recommend', 0), ('bringing', 0), ('all', 0), ('the', 0), ('faders', 0), ('down', 0), ('and', 0), ('try', 0), ('to', 0), ('rebalance', 0), ('the', 0), ('tracks', 0), ('starting', 0), ('with', 0), ('the', 0), ('drums', 1), ('and', 0), ('then', 0), ('rhythm', 0), ('guitars', 1), ('bass', 1), ('Let', 0), ('me', 0), ('know', 0), ('if', 0), ('you', 0), ('have', 0), ('any', 0), ('other', 0), ('questions', 0), ('I', 0), ('would', 0), ('be', 0), ('glad', 0), ('to', 0), ('answer', 0)]"
To my ears this is very loud I can see where you are going with the mix although there are a lot of low mids in your mix Remember don t fall for the louder sounds better trick I d tame those guitars a little and add a bit more punch to the drums Try some parallel compression and make space in your mix for both guitar parts Nice work so far though,"[('To', 0), ('my', 0), ('ears', 0), ('this', 0), ('is', 0), ('very', 0), ('loud', 0), ('I', 0), ('can', 0), ('see', 0), ('where', 0), ('you', 0), ('are', 0), ('going', 0), ('with', 0), ('the', 0), ('mix', 0), ('although', 0), ('there', 0), ('are', 0), ('a', 0), ('lot', 0), ('of', 0), ('low', 0), ('mids', 0), ('in', 0), ('your', 0), ('mix', 0), ('Remember', 0), ('don', 0), ('t', 0), ('fall', 0), ('for', 0), ('the', 0), ('louder', 0), ('sounds', 0), ('better', 0), ('trick', 0), ('I', 0), ('d', 0), ('tame', 0), ('those', 0), ('guitars', 1), ('a', 0), ('little', 0), ('and', 0), ('add', 0), ('a', 0), ('bit', 0), ('more', 0), ('punch', 0), ('to', 0), ('the', 0), ('drums', 1), ('Try', 0), ('some', 0), ('parallel', 0), ('compression', 0), ('and', 0), ('make', 0), ('space', 0), ('in', 0), ('your', 0), ('mix', 0), ('for', 0), ('both', 0), ('guitar', 1), ('parts', 0), ('Nice', 0), ('work', 0), ('so', 0), ('far', 0), ('though', 0)]"
Your guitar tone needs help Something is going wrong with it Make sure you are hi passing it right Also no duplicating tracks Any clue why it sounds so mushy You are an amazing player though,"[('Your', 0), ('guitar', 1), ('tone', 0), ('needs', 0), ('help', 0), ('Something', 0), ('is', 0), ('going', 0), ('wrong', 0), ('with', 0), ('it', 0), ('Make', 0), ('sure', 0), ('you', 0), ('are', 0), ('hi', 0), ('passing', 0), ('it', 0), ('right', 0), ('Also', 0), ('no', 0), ('duplicating', 0), ('tracks', 0), ('Any', 0), ('clue', 0), ('why', 0), ('it', 0), ('sounds', 0), ('so', 0), ('mushy', 2), ('You', 0), ('are', 0), ('an', 0), ('amazing', 0), ('player', 0), ('though', 0)]"
I don t play the guitar but aren t there sharps or flats,"[('I', 0), ('don', 0), ('t', 0), ('play', 0), ('the', 0), ('guitar', 1), ('but', 0), ('aren', 0), ('t', 0), ('there', 0), ('sharps', 0), ('or', 0), ('flats', 0)]"
Is there another one for bass per chance,"[('Is', 0), ('there', 0), ('another', 0), ('one', 0), ('for', 0), ('bass', 1), ('per', 0), ('chance', 0)]"
Stop suggesting plugins What is the sound of guitar,"[('Stop', 0), ('suggesting', 0), ('plugins', 0), ('What', 0), ('is', 0), ('the', 0), ('sound', 0), ('of', 0), ('guitar', 1)]"
For other s reference Gordon Reid s take on the subject For you Do some basic searching next time and get bent Namsayn,"[('For', 0), ('other', 0), ('s', 0), ('reference', 0), ('Gordon', 0), ('Reid', 0), ('s', 0), ('take', 0), ('on', 0), ('the', 0), ('subject', 0), ('For', 0), ('you', 0), ('Do', 0), ('some', 0), ('basic', 0), ('searching', 0), ('next', 0), ('time', 0), ('and', 0), ('get', 0), ('bent', 0), ('Namsayn', 0)]"
The same group had a song called Shambala that starts with a similar sound It was used extensively in some TV and or radio ads in recent years which made it pretty popular again FYI the first chords in Joy to the World are played with an electric piano not guitar,"[('The', 0), ('same', 0), ('group', 0), ('had', 0), ('a', 0), ('song', 0), ('called', 0), ('Shambala', 0), ('that', 0), ('starts', 0), ('with', 0), ('a', 0), ('similar', 0), ('sound', 0), ('It', 0), ('was', 0), ('used', 0), ('extensively', 0), ('in', 0), ('some', 0), ('TV', 0), ('and', 0), ('or', 0), ('radio', 0), ('ads', 0), ('in', 0), ('recent', 0), ('years', 0), ('which', 0), ('made', 0), ('it', 0), ('pretty', 0), ('popular', 0), ('again', 0), ('FYI', 0), ('the', 0), ('first', 0), ('chords', 0), ('in', 0), ('Joy', 0), ('to', 0), ('the', 0), ('World', 0), ('are', 0), ('played', 0), ('with', 0), ('an', 0), ('electric', 0), ('piano', 0), ('not', 0), ('guitar', 1)]"
Out of these two even with the B2Ds deficiencies in guitars middle registers of piano as you mentioned with which do you enjoy listening to these instruments the most in your opinion For example what about the song you used Time Control Or Controlled By Time where did it sound better to you I m considering buying the B2s or B2Ds and can t decide but if the guitars piano sound too much off with the B2Ds that s a problem,"[('Out', 0), ('of', 0), ('these', 0), ('two', 0), ('even', 0), ('with', 0), ('the', 0), ('B2Ds', 0), ('deficiencies', 0), ('in', 0), ('guitars', 1), ('middle', 0), ('registers', 0), ('of', 0), ('piano', 0), ('as', 0), ('you', 0), ('mentioned', 0), ('with', 0), ('which', 0), ('do', 0), ('you', 0), ('enjoy', 0), ('listening', 0), ('to', 0), ('these', 0), ('instruments', 0), ('the', 0), ('most', 0), ('in', 0), ('your', 0), ('opinion', 0), ('For', 0), ('example', 0), ('what', 0), ('about', 0), ('the', 0), ('song', 0), ('you', 0), ('used', 0), ('Time', 0), ('Control', 0), ('Or', 0), ('Controlled', 0), ('By', 0), ('Time', 0), ('where', 0), ('did', 0), ('it', 0), ('sound', 0), ('better', 0), ('to', 0), ('you', 0), ('I', 0), ('m', 0), ('considering', 0), ('buying', 0), ('the', 0), ('B2s', 0), ('or', 0), ('B2Ds', 0), ('and', 0), ('can', 0), ('t', 0), ('decide', 0), ('but', 0), ('if', 0), ('the', 0), ('guitars', 1), ('piano', 0), ('sound', 0), ('too', 0), ('much', 0), ('off', 0), ('with', 0), ('the', 0), ('B2Ds', 0), ('that', 0), ('s', 0), ('a', 0), ('problem', 0)]"
1 Practice guitar You don t need to be able to play anything complicated but you need to be able to move through open chords easily 2 LISTEN Learn where the indie folk artists of today came from Woody Guthrie The Weavers Pete Seeger Phil Ochs Kingston Trio Dave Van Ronk etc,"[('1', 0), ('Practice', 0), ('guitar', 1), ('You', 0), ('don', 0), ('t', 0), ('need', 0), ('to', 0), ('be', 0), ('able', 0), ('to', 0), ('play', 0), ('anything', 0), ('complicated', 0), ('but', 0), ('you', 0), ('need', 0), ('to', 0), ('be', 0), ('able', 0), ('to', 0), ('move', 0), ('through', 0), ('open', 0), ('chords', 0), ('easily', 0), ('2', 0), ('LISTEN', 0), ('Learn', 0), ('where', 0), ('the', 0), ('indie', 0), ('folk', 0), ('artists', 0), ('of', 0), ('today', 0), ('came', 0), ('from', 0), ('Woody', 0), ('Guthrie', 0), ('The', 0), ('Weavers', 0), ('Pete', 0), ('Seeger', 0), ('Phil', 0), ('Ochs', 0), ('Kingston', 0), ('Trio', 0), ('Dave', 0), ('Van', 0), ('Ronk', 0), ('etc', 0)]"
I 2019m about to get in bed so I 2019ll be brief here I 2019m 30 something and can 100 relate to what you feel about racing to catch up Now that I 2019m past the point of being able to catch up I realized I shouldn 2019t have been trying to catch up to people who are on their own path I 2019ve just seriously started getting into making music same style I love it in the past two years after playing mediocre guitar for about 10 years I 2019m enjoying it more than ever and feel very proud of what I 2019m creating It feels very true to myself Something that sticks out to me in the folk genre is its honesty Both in the content and delivery Just be you without editing out the parts you don 2019t think sound nice and I think you 2019ll find that folk honesty Try to write a few reactive songs Where you aren 2019t trying to deliver a message or tell a story but you 2019re just writing a little song as a reaction to something that stuck out to you I 2019ve written them reacting to a headline scrolling in a gas station tv seeing a crochet daisy on a Christmas tree my cat trying to wake me up etc I 2019ve found that these songs that happen as a reaction to something tend to be the most honest If I try to write a song I 2019m literally just trying to make something up If I use my already existing reactions to things to write songs I can just be who I am and make music out of that Hope that helps The shortest answer here is just to make songs Song after song Songs that you want to sing or want to hear Good luck,"[('I', 0), ('2019m', 0), ('about', 0), ('to', 0), ('get', 0), ('in', 0), ('bed', 0), ('so', 0), ('I', 0), ('2019ll', 0), ('be', 0), ('brief', 0), ('here', 0), ('I', 0), ('2019m', 0), ('30', 0), ('something', 0), ('and', 0), ('can', 0), ('100', 0), ('relate', 0), ('to', 0), ('what', 0), ('you', 0), ('feel', 0), ('about', 0), ('racing', 0), ('to', 0), ('catch', 0), ('up', 0), ('Now', 0), ('that', 0), ('I', 0), ('2019m', 0), ('past', 0), ('the', 0), ('point', 0), ('of', 0), ('being', 0), ('able', 0), ('to', 0), ('catch', 0), ('up', 0), ('I', 0), ('realized', 0), ('I', 0), ('shouldn', 0), ('2019t', 0), ('have', 0), ('been', 0), ('trying', 0), ('to', 0), ('catch', 0), ('up', 0), ('to', 0), ('people', 0), ('who', 0), ('are', 0), ('on', 0), ('their', 0), ('own', 0), ('path', 0), ('I', 0), ('2019ve', 0), ('just', 0), ('seriously', 0), ('started', 0), ('getting', 0), ('into', 0), ('making', 0), ('music', 0), ('same', 0), ('style', 0), ('I', 0), ('love', 0), ('it', 0), ('in', 0), ('the', 0), ('past', 0), ('two', 0), ('years', 0), ('after', 0), ('playing', 0), ('mediocre', 0), ('guitar', 0), ('for', 0), ('about', 0), ('10', 0), ('years', 0), ('I', 0), ('2019m', 0), ('enjoying', 0), ('it', 0), ('more', 0), ('than', 0), ('ever', 0), ('and', 0), ('feel', 0), ('very', 0), ('proud', 0), ('of', 0), ('what', 0), ('I', 0), ('2019m', 0), ('creating', 0), ('It', 0), ('feels', 0), ('very', 0), ('true', 0), ('to', 0), ('myself', 0), ('Something', 0), ('that', 0), ('sticks', 0), ('out', 0), ('to', 0), ('me', 0), ('in', 0), ('the', 0), ('folk', 0), ('genre', 0), ('is', 0), ('its', 0), ('honesty', 0), ('Both', 0), ('in', 0), ('the', 0), ('content', 0), ('and', 0), ('delivery', 0), ('Just', 0), ('be', 0), ('you', 0), ('without', 0), ('editing', 0), ('out', 0), ('the', 0), ('parts', 0), ('you', 0), ('don', 0), ('2019t', 0), ('think', 0), ('sound', 0), ('nice', 0), ('and', 0), ('I', 0), ('think', 0), ('you', 0), ('2019ll', 0), ('find', 0), ('that', 0), ('folk', 0), ('honesty', 0), ('Try', 0), ('to', 0), ('write', 0), ('a', 0), ('few', 0), ('reactive', 0), ('songs', 0), ('Where', 0), ('you', 0), ('aren', 0), ('2019t', 0), ('trying', 0), ('to', 0), ('deliver', 0), ('a', 0), ('message', 0), ('or', 0), ('tell', 0), ('a', 0), ('story', 0), ('but', 0), ('you', 0), ('2019re', 0), ('just', 0), ('writing', 0), ('a', 0), ('little', 0), ('song', 0), ('as', 0), ('a', 0), ('reaction', 0), ('to', 0), ('something', 0), ('that', 0), ('stuck', 0), ('out', 0), ('to', 0), ('you', 0), ('I', 0), ('2019ve', 0), ('written', 0), ('them', 0), ('reacting', 0), ('to', 0), ('a', 0), ('headline', 0), ('scrolling', 0), ('in', 0), ('a', 0), ('gas', 0), ('station', 0), ('tv', 0), ('seeing', 0), ('a', 0), ('crochet', 0), ('daisy', 0), ('on', 0), ('a', 0), ('Christmas', 0), ('tree', 0), ('my', 0), ('cat', 0), ('trying', 0), ('to', 0), ('wake', 0), ('me', 0), ('up', 0), ('etc', 0), ('I', 0), ('2019ve', 0), ('found', 0), ('that', 0), ('these', 0), ('songs', 0), ('that', 0), ('happen', 0), ('as', 0), ('a', 0), ('reaction', 0), ('to', 0), ('something', 0), ('tend', 0), ('to', 0), ('be', 0), ('the', 0), ('most', 0), ('honest', 0), ('If', 0), ('I', 0), ('try', 0), ('to', 0), ('write', 0), ('a', 0), ('song', 0), ('I', 0), ('2019m', 0), ('literally', 0), ('just', 0), ('trying', 0), ('to', 0), ('make', 0), ('something', 0), ('up', 0), ('If', 0), ('I', 0), ('use', 0), ('my', 0), ('already', 0), ('existing', 0), ('reactions', 0), ('to', 0), ('things', 0), ('to', 0), ('write', 0), ('songs', 0), ('I', 0), ('can', 0), ('just', 0), ('be', 0), ('who', 0), ('I', 0), ('am', 0), ('and', 0), ('make', 0), ('music', 0), ('out', 0), ('of', 0), ('that', 0), ('Hope', 0), ('that', 0), ('helps', 0), ('The', 0), ('shortest', 0), ('answer', 0), ('here', 0), ('is', 0), ('just', 0), ('to', 0), ('make', 0), ('songs', 0), ('Song', 0), ('after', 0), ('song', 0), ('Songs', 0), ('that', 0), ('you', 0), ('want', 0), ('to', 0), ('sing', 0), ('or', 0), ('want', 0), ('to', 0), ('hear', 0), ('Good', 0), ('luck', 0)]"
I think to echo what another replier said I d steer clear of trying to directly imitate emulate others and of picking a genre and trying to triangulate to it I also think theory is overrated in songwriting and that just finding a chord progression that you instinctively like is a better way to go One practical thing I d recommend is trying a few alternate guitar tunings e g Open D which may help you tap into that more intuitive approach Just don t retune too often or you ll lose a lot of good guitar strings along the way The thing I noticed with many of the artists you mention is that while broadly fitting into indie folk or folk they have taken a lot of influences from other genres they re passionate about- Bon Iver from hip hop and soul Bob Dylan from jazz Iron Wine from blues jazz all sorts The interesting thing is then seeing how these influences emerge within the framework of the instruments and techniques available to them and the musical journey that person has already taken There s a unique alchemy to it which makes that music uniquely redolent of them not just the overall genre Best of luck with it R,"[('I', 0), ('think', 0), ('to', 0), ('echo', 0), ('what', 0), ('another', 0), ('replier', 0), ('said', 0), ('I', 0), ('d', 0), ('steer', 0), ('clear', 0), ('of', 0), ('trying', 0), ('to', 0), ('directly', 0), ('imitate', 0), ('emulate', 0), ('others', 0), ('and', 0), ('of', 0), ('picking', 0), ('a', 0), ('genre', 0), ('and', 0), ('trying', 0), ('to', 0), ('triangulate', 0), ('to', 0), ('it', 0), ('I', 0), ('also', 0), ('think', 0), ('theory', 0), ('is', 0), ('overrated', 0), ('in', 0), ('songwriting', 0), ('and', 0), ('that', 0), ('just', 0), ('finding', 0), ('a', 0), ('chord', 0), ('progression', 0), ('that', 0), ('you', 0), ('instinctively', 0), ('like', 0), ('is', 0), ('a', 0), ('better', 0), ('way', 0), ('to', 0), ('go', 0), ('One', 0), ('practical', 0), ('thing', 0), ('I', 0), ('d', 0), ('recommend', 0), ('is', 0), ('trying', 0), ('a', 0), ('few', 0), ('alternate', 0), ('guitar', 0), ('tunings', 0), ('e', 0), ('g', 0), ('Open', 0), ('D', 0), ('which', 0), ('may', 0), ('help', 0), ('you', 0), ('tap', 0), ('into', 0), ('that', 0), ('more', 0), ('intuitive', 0), ('approach', 0), ('Just', 0), ('don', 0), ('t', 0), ('retune', 0), ('too', 0), ('often', 0), ('or', 0), ('you', 0), ('ll', 0), ('lose', 0), ('a', 0), ('lot', 0), ('of', 0), ('good', 0), ('guitar', 0), ('strings', 0), ('along', 0), ('the', 0), ('way', 0), ('The', 0), ('thing', 0), ('I', 0), ('noticed', 0), ('with', 0), ('many', 0), ('of', 0), ('the', 0), ('artists', 0), ('you', 0), ('mention', 0), ('is', 0), ('that', 0), ('while', 0), ('broadly', 0), ('fitting', 0), ('into', 0), ('indie', 0), ('folk', 0), ('or', 0), ('folk', 0), ('they', 0), ('have', 0), ('taken', 0), ('a', 0), ('lot', 0), ('of', 0), ('influences', 0), ('from', 0), ('other', 0), ('genres', 0), ('they', 0), ('re', 0), ('passionate', 0), ('about-', 0), ('Bon', 0), ('Iver', 0), ('from', 0), ('hip', 0), ('hop', 0), ('and', 0), ('soul', 0), ('Bob', 0), ('Dylan', 0), ('from', 0), ('jazz', 0), ('Iron', 0), ('Wine', 0), ('from', 0), ('blues', 0), ('jazz', 0), ('all', 0), ('sorts', 0), ('The', 0), ('interesting', 0), ('thing', 0), ('is', 0), ('then', 0), ('seeing', 0), ('how', 0), ('these', 0), ('influences', 0), ('emerge', 0), ('within', 0), ('the', 0), ('framework', 0), ('of', 0), ('the', 0), ('instruments', 0), ('and', 0), ('techniques', 0), ('available', 0), ('to', 0), ('them', 0), ('and', 0), ('the', 0), ('musical', 0), ('journey', 0), ('that', 0), ('person', 0), ('has', 0), ('already', 0), ('taken', 0), ('There', 0), ('s', 0), ('a', 0), ('unique', 0), ('alchemy', 0), ('to', 0), ('it', 0), ('which', 0), ('makes', 0), ('that', 0), ('music', 0), ('uniquely', 0), ('redolent', 0), ('of', 0), ('them', 0), ('not', 0), ('just', 0), ('the', 0), ('overall', 0), ('genre', 0), ('Best', 0), ('of', 0), ('luck', 0), ('with', 0), ('it', 0), ('R', 0)]"
